Transaction Id,Jenis Sayuran,Berat (ton),Tanggal Transaksi,Destinasi,Total Biaya,Biaya Kirim
239,Sawi Putih,0.75,2021-08-27,Pasar Gudang Sukabumi,1500000.0,3228920.49
239,Tomat,0.75,2021-08-27,Pasar Gudang Sukabumi,1500000.0,3228920.49
239,Buncis,0.75,2021-08-27,Pasar Gudang Sukabumi,1500000.0,3228920.49
239,Cabe Kriting,0.75,2021-08-27,Pasar Gudang Sukabumi,1500000.0,3228920.49
240,Cabe Kriting,0.525,2021-08-28,Pasar Pasundan Sukabumi,1050000.0,2975965.41
240,Buncis,0.525,2021-08-28,Pasar Induk,1050000.0,2975965.41
240,Kol,0.525,2021-08-28,Pasar Gudang Sukabumi,1050000.0,2975965.41
240,Cabe Rawit,0.525,2021-08-28,Pasar Pasundan Sukabumi,1050000.0,2975965.41
241,Sawi Putih,0.5333333333333333,2021-08-29,Pasar Pasundan Sukabumi,1600000.0,3616311.4
241,Tomat,0.5333333333333333,2021-08-29,Pasar Gudang Sukabumi,1600000.0,3616311.4
241,Kol,0.5333333333333333,2021-08-29,Pasar Pasundan Sukabumi,1600000.0,3616311.4
241,Cabe Kriting,0.5333333333333333,2021-08-29,Pasar Induk,1600000.0,3616311.4
241,Buncis,0.5333333333333333,2021-08-29,Pasar Pasundan Sukabumi,1600000.0,3616311.4
241,Cabe Rawit,0.5333333333333333,2021-08-29,Pasar Pasundan Sukabumi,1600000.0,3616311.4
242,Sawi Putih,0.8333333333333334,2021-08-30,Pasar Gudang Sukabumi,2500000.0,3975315.26
242,Tomat,0.8333333333333334,2021-08-30,Pasar Bogor,2500000.0,3975315.26
242,Kol,0.8333333333333334,2021-08-30,Pasar Pasundan Sukabumi,2500000.0,3975315.26
242,Cabe Chilli,0.8333333333333334,2021-08-30,Pasar Pasundan Sukabumi,2500000.0,3975315.26
242,Cabe Rawit,0.8333333333333334,2021-08-30,Pasar Pasundan Sukabumi,2500000.0,3975315.26
242,Buncis,0.8333333333333334,2021-08-30,Pasar Bogor,2500000.0,3975315.26
243,Sawi Putih,1.075,2021-08-31,Pasar Induk,2150000.0,2249582.47
243,Kol,1.075,2021-08-31,Pasar Gudang Sukabumi,2150000.0,2249582.47
243,Cabe Rawit,1.075,2021-08-31,Pasar Gudang Sukabumi,2150000.0,2249582.47
243,Buncis,1.075,2021-08-31,Pasar Bogor,2150000.0,2249582.47
244,Buncis,1.15,2021-09-01,Pasar Induk,2300000.0,3979047.56
244,Cabe Rawit,1.15,2021-09-01,Pasar Induk,2300000.0,3979047.56
244,Cabe Chilli,1.15,2021-09-01,Pasar Gudang Sukabumi,2300000.0,3979047.56
244,Tomat,1.15,2021-09-01,Pasar Pasundan Sukabumi,2300000.0,3979047.56
245,Sawi Putih,0.6599999999999999,2021-09-02,Pasar Induk,1650000.0,3036406.65
245,Cabe Rawit,0.6599999999999999,2021-09-02,Pasar Pasundan Sukabumi,1650000.0,3036406.65
245,Cabe Chilli,0.6599999999999999,2021-09-02,Pasar Pasundan Sukabumi,1650000.0,3036406.65
245,Cabe Kriting,0.6599999999999999,2021-09-02,Pasar Pasundan Sukabumi,1650000.0,3036406.65
245,Tomat,0.6599999999999999,2021-09-02,Pasar Gudang Sukabumi,1650000.0,3036406.65
246,Cabe Kriting,0.45999999999999996,2021-09-03,Pasar Bogor,1150000.0,2306584.51
246,Cabe Chilli,0.45999999999999996,2021-09-03,Pasar Gudang Sukabumi,1150000.0,2306584.51
246,Kol,0.45999999999999996,2021-09-03,Pasar Induk,1150000.0,2306584.51
246,Tomat,0.45999999999999996,2021-09-03,Pasar Induk,1150000.0,2306584.51
246,Cabe Rawit,0.45999999999999996,2021-09-03,Pasar Pasundan Sukabumi,1150000.0,2306584.51
247,Cabe Kriting,0.95,2021-09-04,Pasar Bogor,1900000.0,3736586.86
247,Buncis,0.95,2021-09-04,Pasar Bogor,1900000.0,3736586.86
247,Cabe Rawit,0.95,2021-09-04,Pasar Bogor,1900000.0,3736586.86
247,Kol,0.95,2021-09-04,Pasar Gudang Sukabumi,1900000.0,3736586.86
248,Cabe Kriting,1.25,2021-09-05,Pasar Gudang Sukabumi,2500000.0,2661221.82
248,Buncis,1.25,2021-09-05,Pasar Induk,2500000.0,2661221.82
248,Kol,1.25,2021-09-05,Pasar Bogor,2500000.0,2661221.82
248,Cabe Chilli,1.25,2021-09-05,Pasar Induk,2500000.0,2661221.82
249,Sawi Putih,1.475,2021-09-06,Pasar Bogor,2950000.0,3805581.22
249,Buncis,1.475,2021-09-06,Pasar Induk,2950000.0,3805581.22
249,Tomat,1.475,2021-09-06,Pasar Pasundan Sukabumi,2950000.0,3805581.22
249,Cabe Chilli,1.475,2021-09-06,Pasar Pasundan Sukabumi,2950000.0,3805581.22
250,Cabe Rawit,0.5166666666666667,2021-09-07,Pasar Bogor,1550000.0,2877935.45
250,Cabe Kriting,0.5166666666666667,2021-09-07,Pasar Gudang Sukabumi,1550000.0,2877935.45
250,Cabe Chilli,0.5166666666666667,2021-09-07,Pasar Gudang Sukabumi,1550000.0,2877935.45
250,Buncis,0.5166666666666667,2021-09-07,Pasar Bogor,1550000.0,2877935.45
250,Sawi Putih,0.5166666666666667,2021-09-07,Pasar Pasundan Sukabumi,1550000.0,2877935.45
250,Tomat,0.5166666666666667,2021-09-07,Pasar Induk,1550000.0,2877935.45
251,Cabe Rawit,0.4166666666666667,2021-09-08,Pasar Induk,1250000.0,1785190.89
251,Kol,0.4166666666666667,2021-09-08,Pasar Bogor,1250000.0,1785190.89
251,Buncis,0.4166666666666667,2021-09-08,Pasar Gudang Sukabumi,1250000.0,1785190.89
251,Cabe Kriting,0.4166666666666667,2021-09-08,Pasar Bogor,1250000.0,1785190.89
251,Cabe Chilli,0.4166666666666667,2021-09-08,Pasar Induk,1250000.0,1785190.89
251,Tomat,0.4166666666666667,2021-09-08,Pasar Gudang Sukabumi,1250000.0,1785190.89
252,Cabe Kriting,0.45999999999999996,2021-09-09,Pasar Gudang Sukabumi,1150000.0,1699236.39
252,Buncis,0.45999999999999996,2021-09-09,Pasar Pasundan Sukabumi,1150000.0,1699236.39
252,Tomat,0.45999999999999996,2021-09-09,Pasar Bogor,1150000.0,1699236.39
252,Kol,0.45999999999999996,2021-09-09,Pasar Pasundan Sukabumi,1150000.0,1699236.39
252,Sawi Putih,0.45999999999999996,2021-09-09,Pasar Bogor,1150000.0,1699236.39
253,Tomat,0.9166666666666666,2021-09-10,Pasar Gudang Sukabumi,2750000.0,3695531.47
253,Kol,0.9166666666666666,2021-09-10,Pasar Pasundan Sukabumi,2750000.0,3695531.47
253,Cabe Rawit,0.9166666666666666,2021-09-10,Pasar Bogor,2750000.0,3695531.47
253,Buncis,0.9166666666666666,2021-09-10,Pasar Induk,2750000.0,3695531.47
253,Cabe Chilli,0.9166666666666666,2021-09-10,Pasar Pasundan Sukabumi,2750000.0,3695531.47
253,Sawi Putih,0.9166666666666666,2021-09-10,Pasar Pasundan Sukabumi,2750000.0,3695531.47
254,Sawi Putih,0.62,2021-09-11,Pasar Pasundan Sukabumi,1550000.0,2777876.27
254,Tomat,0.62,2021-09-11,Pasar Bogor,1550000.0,2777876.27
254,Kol,0.62,2021-09-11,Pasar Gudang Sukabumi,1550000.0,2777876.27
254,Cabe Kriting,0.62,2021-09-11,Pasar Bogor,1550000.0,2777876.27
254,Buncis,0.62,2021-09-11,Pasar Bogor,1550000.0,2777876.27
255,Tomat,1.475,2021-09-12,Pasar Pasundan Sukabumi,2950000.0,2394373.89
255,Cabe Rawit,1.475,2021-09-12,Pasar Gudang Sukabumi,2950000.0,2394373.89
255,Cabe Chilli,1.475,2021-09-12,Pasar Gudang Sukabumi,2950000.0,2394373.89
255,Sawi Putih,1.475,2021-09-12,Pasar Bogor,2950000.0,2394373.89
256,Cabe Rawit,1.0,2021-09-13,Pasar Bogor,2000000.0,3936707.07
256,Sawi Putih,1.0,2021-09-13,Pasar Bogor,2000000.0,3936707.07
256,Cabe Chilli,1.0,2021-09-13,Pasar Pasundan Sukabumi,2000000.0,3936707.07
256,Buncis,1.0,2021-09-13,Pasar Pasundan Sukabumi,2000000.0,3936707.07
257,Cabe Rawit,1.16,2021-09-14,Pasar Induk,2900000.0,2166958.34
257,Cabe Chilli,1.16,2021-09-14,Pasar Gudang Sukabumi,2900000.0,2166958.34
257,Cabe Kriting,1.16,2021-09-14,Pasar Bogor,2900000.0,2166958.34
257,Sawi Putih,1.16,2021-09-14,Pasar Bogor,2900000.0,2166958.34
257,Kol,1.16,2021-09-14,Pasar Induk,2900000.0,2166958.34
258,Buncis,0.6,2021-09-15,Pasar Gudang Sukabumi,1500000.0,3416524.87
258,Cabe Rawit,0.6,2021-09-15,Pasar Bogor,1500000.0,3416524.87
258,Sawi Putih,0.6,2021-09-15,Pasar Bogor,1500000.0,3416524.87
258,Tomat,0.6,2021-09-15,Pasar Induk,1500000.0,3416524.87
258,Kol,0.6,2021-09-15,Pasar Induk,1500000.0,3416524.87
259,Kol,0.625,2021-09-16,Pasar Gudang Sukabumi,1250000.0,2777778.05
259,Cabe Chilli,0.625,2021-09-16,Pasar Gudang Sukabumi,1250000.0,2777778.05
259,Sawi Putih,0.625,2021-09-16,Pasar Induk,1250000.0,2777778.05
259,Buncis,0.625,2021-09-16,Pasar Bogor,1250000.0,2777778.05
260,Sawi Putih,0.6666666666666666,2021-09-17,Pasar Induk,2000000.0,2030199.15
260,Kol,0.6666666666666666,2021-09-17,Pasar Gudang Sukabumi,2000000.0,2030199.15
260,Cabe Kriting,0.6666666666666666,2021-09-17,Pasar Induk,2000000.0,2030199.15
260,Buncis,0.6666666666666666,2021-09-17,Pasar Gudang Sukabumi,2000000.0,2030199.15
260,Tomat,0.6666666666666666,2021-09-17,Pasar Induk,2000000.0,2030199.15
260,Cabe Rawit,0.6666666666666666,2021-09-17,Pasar Gudang Sukabumi,2000000.0,2030199.15
261,Kol,0.5599999999999999,2021-09-18,Pasar Bogor,1400000.0,3548397.76
261,Sawi Putih,0.5599999999999999,2021-09-18,Pasar Bogor,1400000.0,3548397.76
261,Cabe Chilli,0.5599999999999999,2021-09-18,Pasar Induk,1400000.0,3548397.76
261,Cabe Rawit,0.5599999999999999,2021-09-18,Pasar Gudang Sukabumi,1400000.0,3548397.76
261,Buncis,0.5599999999999999,2021-09-18,Pasar Bogor,1400000.0,3548397.76
262,Tomat,0.6,2021-09-19,Pasar Pasundan Sukabumi,1200000.0,1714838.74
262,Kol,0.6,2021-09-19,Pasar Bogor,1200000.0,1714838.74
262,Cabe Chilli,0.6,2021-09-19,Pasar Pasundan Sukabumi,1200000.0,1714838.74
262,Cabe Kriting,0.6,2021-09-19,Pasar Bogor,1200000.0,1714838.74
263,Buncis,0.7333333333333334,2021-09-20,Pasar Gudang Sukabumi,2200000.0,2452049.35
263,Tomat,0.7333333333333334,2021-09-20,Pasar Gudang Sukabumi,2200000.0,2452049.35
263,Cabe Rawit,0.7333333333333334,2021-09-20,Pasar Bogor,2200000.0,2452049.35
263,Cabe Chilli,0.7333333333333334,2021-09-20,Pasar Bogor,2200000.0,2452049.35
263,Sawi Putih,0.7333333333333334,2021-09-20,Pasar Pasundan Sukabumi,2200000.0,2452049.35
263,Cabe Kriting,0.7333333333333334,2021-09-20,Pasar Gudang Sukabumi,2200000.0,2452049.35
264,Cabe Chilli,1.02,2021-09-21,Pasar Bogor,2550000.0,1558126.53
264,Cabe Rawit,1.02,2021-09-21,Pasar Induk,2550000.0,1558126.53
264,Tomat,1.02,2021-09-21,Pasar Gudang Sukabumi,2550000.0,1558126.53
264,Cabe Kriting,1.02,2021-09-21,Pasar Bogor,2550000.0,1558126.53
264,Kol,1.02,2021-09-21,Pasar Pasundan Sukabumi,2550000.0,1558126.53
265,Sawi Putih,0.5666666666666667,2021-09-22,Pasar Bogor,1700000.0,3563118.09
265,Tomat,0.5666666666666667,2021-09-22,Pasar Bogor,1700000.0,3563118.09
265,Cabe Rawit,0.5666666666666667,2021-09-22,Pasar Pasundan Sukabumi,1700000.0,3563118.09
265,Cabe Chilli,0.5666666666666667,2021-09-22,Pasar Bogor,1700000.0,3563118.09
265,Buncis,0.5666666666666667,2021-09-22,Pasar Pasundan Sukabumi,1700000.0,3563118.09
265,Cabe Kriting,0.5666666666666667,2021-09-22,Pasar Pasundan Sukabumi,1700000.0,3563118.09
266,Tomat,0.9,2021-09-23,Pasar Pasundan Sukabumi,2250000.0,3081456.38
266,Cabe Kriting,0.9,2021-09-23,Pasar Induk,2250000.0,3081456.38
266,Cabe Chilli,0.9,2021-09-23,Pasar Bogor,2250000.0,3081456.38
266,Kol,0.9,2021-09-23,Pasar Gudang Sukabumi,2250000.0,3081456.38
266,Buncis,0.9,2021-09-23,Pasar Pasundan Sukabumi,2250000.0,3081456.38
267,Kol,1.02,2021-09-24,Pasar Pasundan Sukabumi,2550000.0,2625890.77
267,Cabe Kriting,1.02,2021-09-24,Pasar Bogor,2550000.0,2625890.77
267,Buncis,1.02,2021-09-24,Pasar Induk,2550000.0,2625890.77
267,Cabe Chilli,1.02,2021-09-24,Pasar Induk,2550000.0,2625890.77
267,Sawi Putih,1.02,2021-09-24,Pasar Pasundan Sukabumi,2550000.0,2625890.77
268,Tomat,0.725,2021-09-25,Pasar Induk,1450000.0,1694145.89
268,Cabe Rawit,0.725,2021-09-25,Pasar Gudang Sukabumi,1450000.0,1694145.89
268,Sawi Putih,0.725,2021-09-25,Pasar Gudang Sukabumi,1450000.0,1694145.89
268,Cabe Kriting,0.725,2021-09-25,Pasar Gudang Sukabumi,1450000.0,1694145.89
269,Cabe Chilli,1.0,2021-09-26,Pasar Bogor,2000000.0,3474905.67
269,Tomat,1.0,2021-09-26,Pasar Induk,2000000.0,3474905.67
269,Buncis,1.0,2021-09-26,Pasar Pasundan Sukabumi,2000000.0,3474905.67
269,Kol,1.0,2021-09-26,Pasar Gudang Sukabumi,2000000.0,3474905.67
270,Kol,0.6,2021-09-27,Pasar Gudang Sukabumi,1500000.0,2899207.46
270,Buncis,0.6,2021-09-27,Pasar Induk,1500000.0,2899207.46
270,Cabe Rawit,0.6,2021-09-27,Pasar Bogor,1500000.0,2899207.46
270,Cabe Chilli,0.6,2021-09-27,Pasar Pasundan Sukabumi,1500000.0,2899207.46
270,Tomat,0.6,2021-09-27,Pasar Bogor,1500000.0,2899207.46
271,Kol,0.6,2021-09-28,Pasar Gudang Sukabumi,1800000.0,2534668.44
271,Cabe Kriting,0.6,2021-09-28,Pasar Induk,1800000.0,2534668.44
271,Sawi Putih,0.6,2021-09-28,Pasar Gudang Sukabumi,1800000.0,2534668.44
271,Cabe Rawit,0.6,2021-09-28,Pasar Gudang Sukabumi,1800000.0,2534668.44
271,Tomat,0.6,2021-09-28,Pasar Gudang Sukabumi,1800000.0,2534668.44
271,Cabe Chilli,0.6,2021-09-28,Pasar Gudang Sukabumi,1800000.0,2534668.44
272,Cabe Kriting,0.9166666666666666,2021-09-29,Pasar Induk,2750000.0,1957868.58
272,Buncis,0.9166666666666666,2021-09-29,Pasar Gudang Sukabumi,2750000.0,1957868.58
272,Sawi Putih,0.9166666666666666,2021-09-29,Pasar Pasundan Sukabumi,2750000.0,1957868.58
272,Cabe Chilli,0.9166666666666666,2021-09-29,Pasar Bogor,2750000.0,1957868.58
272,Tomat,0.9166666666666666,2021-09-29,Pasar Induk,2750000.0,1957868.58
272,Kol,0.9166666666666666,2021-09-29,Pasar Pasundan Sukabumi,2750000.0,1957868.58
273,Sawi Putih,0.5833333333333334,2021-09-30,Pasar Bogor,1750000.0,3471497.42
273,Kol,0.5833333333333334,2021-09-30,Pasar Pasundan Sukabumi,1750000.0,3471497.42
273,Cabe Chilli,0.5833333333333334,2021-09-30,Pasar Gudang Sukabumi,1750000.0,3471497.42
273,Tomat,0.5833333333333334,2021-09-30,Pasar Bogor,1750000.0,3471497.42
273,Cabe Kriting,0.5833333333333334,2021-09-30,Pasar Pasundan Sukabumi,1750000.0,3471497.42
273,Cabe Rawit,0.5833333333333334,2021-09-30,Pasar Induk,1750000.0,3471497.42
274,Cabe Kriting,0.44000000000000006,2021-10-01,Pasar Pasundan Sukabumi,1100000.0,2051283.9
274,Cabe Rawit,0.44000000000000006,2021-10-01,Pasar Pasundan Sukabumi,1100000.0,2051283.9
274,Kol,0.44000000000000006,2021-10-01,Pasar Gudang Sukabumi,1100000.0,2051283.9
274,Buncis,0.44000000000000006,2021-10-01,Pasar Bogor,1100000.0,2051283.9
274,Sawi Putih,0.44000000000000006,2021-10-01,Pasar Gudang Sukabumi,1100000.0,2051283.9
275,Kol,1.175,2021-10-02,Pasar Gudang Sukabumi,2350000.0,3428762.46
275,Cabe Rawit,1.175,2021-10-02,Pasar Pasundan Sukabumi,2350000.0,3428762.46
275,Tomat,1.175,2021-10-02,Pasar Pasundan Sukabumi,2350000.0,3428762.46
275,Cabe Chilli,1.175,2021-10-02,Pasar Gudang Sukabumi,2350000.0,3428762.46
276,Cabe Kriting,0.75,2021-10-03,Pasar Pasundan Sukabumi,1500000.0,3113036.49
276,Tomat,0.75,2021-10-03,Pasar Bogor,1500000.0,3113036.49
276,Cabe Rawit,0.75,2021-10-03,Pasar Gudang Sukabumi,1500000.0,3113036.49
276,Sawi Putih,0.75,2021-10-03,Pasar Bogor,1500000.0,3113036.49
277,Cabe Rawit,0.4666666666666666,2021-10-04,Pasar Gudang Sukabumi,1400000.0,2811730.92
277,Cabe Chilli,0.4666666666666666,2021-10-04,Pasar Bogor,1400000.0,2811730.92
277,Buncis,0.4666666666666666,2021-10-04,Pasar Gudang Sukabumi,1400000.0,2811730.92
277,Cabe Kriting,0.4666666666666666,2021-10-04,Pasar Pasundan Sukabumi,1400000.0,2811730.92
277,Sawi Putih,0.4666666666666666,2021-10-04,Pasar Induk,1400000.0,2811730.92
277,Tomat,0.4666666666666666,2021-10-04,Pasar Pasundan Sukabumi,1400000.0,2811730.92
278,Tomat,1.0,2021-10-05,Pasar Pasundan Sukabumi,3000000.0,2104056.97
278,Sawi Putih,1.0,2021-10-05,Pasar Bogor,3000000.0,2104056.97
278,Cabe Kriting,1.0,2021-10-05,Pasar Induk,3000000.0,2104056.97
278,Buncis,1.0,2021-10-05,Pasar Gudang Sukabumi,3000000.0,2104056.97
278,Cabe Rawit,1.0,2021-10-05,Pasar Induk,3000000.0,2104056.97
278,Cabe Chilli,1.0,2021-10-05,Pasar Pasundan Sukabumi,3000000.0,2104056.97
279,Buncis,0.525,2021-10-06,Pasar Pasundan Sukabumi,1050000.0,3332086.76
279,Kol,0.525,2021-10-06,Pasar Induk,1050000.0,3332086.76
279,Cabe Kriting,0.525,2021-10-06,Pasar Bogor,1050000.0,3332086.76
279,Cabe Chilli,0.525,2021-10-06,Pasar Bogor,1050000.0,3332086.76
280,Sawi Putih,0.6799999999999999,2021-10-07,Pasar Bogor,1700000.0,1637760.25
280,Cabe Kriting,0.6799999999999999,2021-10-07,Pasar Gudang Sukabumi,1700000.0,1637760.25
280,Buncis,0.6799999999999999,2021-10-07,Pasar Pasundan Sukabumi,1700000.0,1637760.25
280,Cabe Rawit,0.6799999999999999,2021-10-07,Pasar Bogor,1700000.0,1637760.25
280,Kol,0.6799999999999999,2021-10-07,Pasar Induk,1700000.0,1637760.25
281,Cabe Kriting,0.3833333333333333,2021-10-08,Pasar Bogor,1150000.0,2942899.74
281,Cabe Chilli,0.3833333333333333,2021-10-08,Pasar Bogor,1150000.0,2942899.74
281,Sawi Putih,0.3833333333333333,2021-10-08,Pasar Bogor,1150000.0,2942899.74
281,Kol,0.3833333333333333,2021-10-08,Pasar Pasundan Sukabumi,1150000.0,2942899.74
281,Tomat,0.3833333333333333,2021-10-08,Pasar Induk,1150000.0,2942899.74
281,Cabe Rawit,0.3833333333333333,2021-10-08,Pasar Bogor,1150000.0,2942899.74
282,Tomat,0.7999999999999999,2021-10-09,Pasar Gudang Sukabumi,2400000.0,2468215.96
282,Cabe Chilli,0.7999999999999999,2021-10-09,Pasar Pasundan Sukabumi,2400000.0,2468215.96
282,Cabe Rawit,0.7999999999999999,2021-10-09,Pasar Induk,2400000.0,2468215.96
282,Sawi Putih,0.7999999999999999,2021-10-09,Pasar Pasundan Sukabumi,2400000.0,2468215.96
282,Cabe Kriting,0.7999999999999999,2021-10-09,Pasar Bogor,2400000.0,2468215.96
282,Kol,0.7999999999999999,2021-10-09,Pasar Gudang Sukabumi,2400000.0,2468215.96
283,Cabe Kriting,0.7166666666666667,2021-10-10,Pasar Gudang Sukabumi,2150000.0,3171695.92
283,Sawi Putih,0.7166666666666667,2021-10-10,Pasar Gudang Sukabumi,2150000.0,3171695.92
283,Tomat,0.7166666666666667,2021-10-10,Pasar Gudang Sukabumi,2150000.0,3171695.92
283,Cabe Rawit,0.7166666666666667,2021-10-10,Pasar Pasundan Sukabumi,2150000.0,3171695.92
283,Buncis,0.7166666666666667,2021-10-10,Pasar Pasundan Sukabumi,2150000.0,3171695.92
283,Kol,0.7166666666666667,2021-10-10,Pasar Gudang Sukabumi,2150000.0,3171695.92
284,Kol,0.9666666666666667,2021-10-11,Pasar Gudang Sukabumi,2900000.0,2887540.2
284,Cabe Chilli,0.9666666666666667,2021-10-11,Pasar Pasundan Sukabumi,2900000.0,2887540.2
284,Cabe Kriting,0.9666666666666667,2021-10-11,Pasar Bogor,2900000.0,2887540.2
284,Cabe Rawit,0.9666666666666667,2021-10-11,Pasar Gudang Sukabumi,2900000.0,2887540.2
284,Sawi Putih,0.9666666666666667,2021-10-11,Pasar Bogor,2900000.0,2887540.2
284,Buncis,0.9666666666666667,2021-10-11,Pasar Bogor,2900000.0,2887540.2
285,Sawi Putih,0.48333333333333334,2021-10-12,Pasar Induk,1450000.0,1656300.2
285,Kol,0.48333333333333334,2021-10-12,Pasar Bogor,1450000.0,1656300.2
285,Cabe Chilli,0.48333333333333334,2021-10-12,Pasar Pasundan Sukabumi,1450000.0,1656300.2
285,Cabe Kriting,0.48333333333333334,2021-10-12,Pasar Pasundan Sukabumi,1450000.0,1656300.2
285,Cabe Rawit,0.48333333333333334,2021-10-12,Pasar Gudang Sukabumi,1450000.0,1656300.2
285,Tomat,0.48333333333333334,2021-10-12,Pasar Gudang Sukabumi,1450000.0,1656300.2
286,Tomat,0.52,2021-10-13,Pasar Bogor,1300000.0,2204350.2
286,Cabe Rawit,0.52,2021-10-13,Pasar Bogor,1300000.0,2204350.2
286,Kol,0.52,2021-10-13,Pasar Pasundan Sukabumi,1300000.0,2204350.2
286,Cabe Kriting,0.52,2021-10-13,Pasar Induk,1300000.0,2204350.2
286,Cabe Chilli,0.52,2021-10-13,Pasar Gudang Sukabumi,1300000.0,2204350.2
287,Cabe Rawit,0.9333333333333332,2021-10-14,Pasar Pasundan Sukabumi,2800000.0,3693965.6
287,Kol,0.9333333333333332,2021-10-14,Pasar Pasundan Sukabumi,2800000.0,3693965.6
287,Cabe Kriting,0.9333333333333332,2021-10-14,Pasar Gudang Sukabumi,2800000.0,3693965.6
287,Cabe Chilli,0.9333333333333332,2021-10-14,Pasar Induk,2800000.0,3693965.6
287,Tomat,0.9333333333333332,2021-10-14,Pasar Pasundan Sukabumi,2800000.0,3693965.6
287,Buncis,0.9333333333333332,2021-10-14,Pasar Induk,2800000.0,3693965.6
288,Cabe Kriting,0.82,2021-10-15,Pasar Pasundan Sukabumi,2050000.0,2081686.94
288,Tomat,0.82,2021-10-15,Pasar Pasundan Sukabumi,2050000.0,2081686.94
288,Cabe Chilli,0.82,2021-10-15,Pasar Pasundan Sukabumi,2050000.0,2081686.94
288,Kol,0.82,2021-10-15,Pasar Bogor,2050000.0,2081686.94
288,Sawi Putih,0.82,2021-10-15,Pasar Gudang Sukabumi,2050000.0,2081686.94
289,Tomat,0.86,2021-10-16,Pasar Bogor,2150000.0,2739972.85
289,Cabe Kriting,0.86,2021-10-16,Pasar Pasundan Sukabumi,2150000.0,2739972.85
289,Kol,0.86,2021-10-16,Pasar Gudang Sukabumi,2150000.0,2739972.85
289,Buncis,0.86,2021-10-16,Pasar Gudang Sukabumi,2150000.0,2739972.85
289,Sawi Putih,0.86,2021-10-16,Pasar Gudang Sukabumi,2150000.0,2739972.85
290,Cabe Chilli,1.125,2021-10-17,Pasar Gudang Sukabumi,2250000.0,1614227.94
290,Buncis,1.125,2021-10-17,Pasar Bogor,2250000.0,1614227.94
290,Tomat,1.125,2021-10-17,Pasar Pasundan Sukabumi,2250000.0,1614227.94
290,Cabe Rawit,1.125,2021-10-17,Pasar Pasundan Sukabumi,2250000.0,1614227.94
291,Buncis,0.55,2021-10-18,Pasar Gudang Sukabumi,1100000.0,3977021.83
291,Tomat,0.55,2021-10-18,Pasar Bogor,1100000.0,3977021.83
291,Cabe Rawit,0.55,2021-10-18,Pasar Bogor,1100000.0,3977021.83
291,Sawi Putih,0.55,2021-10-18,Pasar Bogor,1100000.0,3977021.83
292,Sawi Putih,0.9666666666666667,2021-10-19,Pasar Induk,2900000.0,1804762.07
292,Tomat,0.9666666666666667,2021-10-19,Pasar Induk,2900000.0,1804762.07
292,Buncis,0.9666666666666667,2021-10-19,Pasar Pasundan Sukabumi,2900000.0,1804762.07
292,Cabe Rawit,0.9666666666666667,2021-10-19,Pasar Gudang Sukabumi,2900000.0,1804762.07
292,Cabe Chilli,0.9666666666666667,2021-10-19,Pasar Bogor,2900000.0,1804762.07
292,Cabe Kriting,0.9666666666666667,2021-10-19,Pasar Gudang Sukabumi,2900000.0,1804762.07
293,Cabe Kriting,1.45,2021-10-20,Pasar Gudang Sukabumi,2900000.0,3198535.36
293,Sawi Putih,1.45,2021-10-20,Pasar Bogor,2900000.0,3198535.36
293,Cabe Rawit,1.45,2021-10-20,Pasar Pasundan Sukabumi,2900000.0,3198535.36
293,Buncis,1.45,2021-10-20,Pasar Pasundan Sukabumi,2900000.0,3198535.36
294,Cabe Kriting,0.8800000000000001,2021-10-21,Pasar Induk,2200000.0,1537487.28
294,Buncis,0.8800000000000001,2021-10-21,Pasar Induk,2200000.0,1537487.28
294,Tomat,0.8800000000000001,2021-10-21,Pasar Gudang Sukabumi,2200000.0,1537487.28
294,Sawi Putih,0.8800000000000001,2021-10-21,Pasar Induk,2200000.0,1537487.28
294,Kol,0.8800000000000001,2021-10-21,Pasar Bogor,2200000.0,1537487.28
295,Buncis,0.48,2021-10-22,Pasar Pasundan Sukabumi,1200000.0,3580788.29
295,Sawi Putih,0.48,2021-10-22,Pasar Bogor,1200000.0,3580788.29
295,Tomat,0.48,2021-10-22,Pasar Bogor,1200000.0,3580788.29
295,Cabe Rawit,0.48,2021-10-22,Pasar Pasundan Sukabumi,1200000.0,3580788.29
295,Cabe Kriting,0.48,2021-10-22,Pasar Gudang Sukabumi,1200000.0,3580788.29
296,Kol,0.875,2021-10-23,Pasar Induk,1750000.0,2515299.35
296,Cabe Kriting,0.875,2021-10-23,Pasar Pasundan Sukabumi,1750000.0,2515299.35
296,Sawi Putih,0.875,2021-10-23,Pasar Gudang Sukabumi,1750000.0,2515299.35
296,Cabe Chilli,0.875,2021-10-23,Pasar Gudang Sukabumi,1750000.0,2515299.35
297,Cabe Rawit,0.3666666666666667,2021-10-24,Pasar Bogor,1100000.0,2388086.44
297,Buncis,0.3666666666666667,2021-10-24,Pasar Pasundan Sukabumi,1100000.0,2388086.44
297,Tomat,0.3666666666666667,2021-10-24,Pasar Pasundan Sukabumi,1100000.0,2388086.44
297,Cabe Kriting,0.3666666666666667,2021-10-24,Pasar Induk,1100000.0,2388086.44
297,Cabe Chilli,0.3666666666666667,2021-10-24,Pasar Bogor,1100000.0,2388086.44
297,Kol,0.3666666666666667,2021-10-24,Pasar Gudang Sukabumi,1100000.0,2388086.44
298,Tomat,1.1400000000000001,2021-10-25,Pasar Bogor,2850000.0,2736694.78
