ID,Sawi Putih,Cabe Chilli,Cabe Kriting,Cabe Rawit,Kol,Buncis,Tanggal Penjualan,Penjualan total per hari,Ongkos Kirim,Lokasi Pengiriman
252,611.2619881,867.3209238,650.2665937,252.9448273,0,0,9/9/2021,2381.794333,1190897.166,Pasar Induk
253,0,484.8117193,536.0664019,0,1993.753869,0,9/10/2021,3014.63199,1507315.995,Pasar Gudang
254,332.4378106,259.8964629,2636.053256,0,0,499.8657236,9/11/2021,3728.253253,1864126.626,Pasar Induk
255,2028.925625,909.1391019,0,0,712.9077252,638.4857242,9/12/2021,4289.458176,2144729.088,Pasar Induk
256,337.4555502,2292.605772,1120.266266,251.6505752,0,0,9/13/2021,4001.978163,2000989.082,Pasar Pasundan
257,0,0,251.9977029,0,1305.10465,2660.942665,9/14/2021,4218.045017,2109022.509,Pasar Induk
258,0,1051.291185,614.9316784,0,631.5053683,337.9939678,9/15/2021,2635.7222,1317861.1,Pasar Bogor
259,3262.837833,247.8099723,0,0,0,0,9/16/2021,3510.647805,1755323.903,Pasar Bogor
260,0,3377.552625,258.2205717,0,326.8679652,0,9/17/2021,3962.641161,1981320.581,Pasar Gudang
261,1322.411931,249.308496,0,0,317.5010171,3144.918528,9/18/2021,5034.139972,2517069.986,Pasar Bogor
262,245.626886,0,2281.929302,0,0,321.1901926,9/19/2021,2848.746381,1424373.19,Pasar Gudang
263,329.8908355,1479.822222,0,461.0387538,0,0,9/20/2021,2270.751811,1135375.906,Pasar Gudang
264,241.5254777,870.1547525,0,2644.150704,0,0,9/21/2021,3755.830934,1877915.467,Pasar Pasundan
265,531.1259825,0,2422.656281,0,257.4439782,512.5849791,9/22/2021,3723.811221,1861905.61,Pasar Induk
266,0,2216.850021,899.006387,274.5098775,0,0,9/23/2021,3390.366286,1695183.143,Pasar Bogor
267,1230.570271,0,237.9320758,0,0,1080.76005,9/24/2021,2549.262397,1274631.199,Pasar Gudang
268,574.8903491,660.0991302,0,0,391.2217572,1089.039117,9/25/2021,2715.250354,1357625.177,Pasar Pasundan
269,3284.291885,254.2629589,254.4520734,0,0,0,9/26/2021,3793.006917,1896503.459,Pasar Gudang
270,0,243.4938378,1718.425062,893.7185238,0,0,9/27/2021,2855.637423,1427818.712,Pasar Bogor
271,249.3629423,568.7421972,890.6834861,2180.98312,0,0,9/28/2021,3889.771745,1944885.873,Pasar Bogor
272,559.4298429,657.6986923,429.0078169,0,1296.06494,0,9/29/2021,2942.201293,1471100.646,Pasar Pasundan
273,0,494.4448863,252.704093,0,0,3003.590391,9/30/2021,3750.73937,1875369.685,Pasar Induk
274,0,246.7955246,0,3581.240232,839.9291375,244.3956679,10/1/2021,4912.360562,2456180.281,Pasar Induk
275,0,0,256.7356494,1998.402387,558.2257067,0,10/2/2021,2813.363743,1406681.872,Pasar Pasundan
276,0,942.1156152,1573.44816,252.0584732,452.6933161,0,10/3/2021,3220.315565,1610157.782,Pasar Induk
277,720.0522998,0,2618.139486,260.3698492,0,0,10/4/2021,3598.561635,1799280.817,Pasar Bogor
278,0,238.1466193,0,1403.465086,0,959.7622211,10/5/2021,2601.373926,1300686.963,Pasar Pasundan
279,275.6756961,0,240.3024803,0,0,2354.82738,10/6/2021,2870.805557,1435402.778,Pasar Pasundan
280,0,403.5904369,1709.950582,0,283.0508049,0,10/7/2021,2396.591824,1198295.912,Pasar Gudang
281,250.0831507,0,251.6809536,2800.769065,0,679.3039106,10/8/2021,3981.83708,1990918.54,Pasar Gudang
282,0,1805.811658,0,460.5907196,884.1875119,251.3057307,10/9/2021,3401.89562,1700947.81,Pasar Pasundan
283,2247.049321,724.9435807,258.8034641,0,0,0,10/10/2021,3230.796366,1615398.183,Pasar Pasundan
284,0,2118.139993,0,0,0,249.3949431,10/11/2021,2367.534936,1183767.468,Pasar Bogor
285,1346.025533,0,0,250.1585891,671.5965658,256.4364285,10/12/2021,2524.217116,1262108.558,Pasar Bogor
286,264.501147,0,0,586.6891411,1000.772011,1548.257386,10/13/2021,3400.219684,1700109.842,Pasar Pasundan
287,246.7160864,1686.529874,0,0,677.8201859,413.4477647,10/14/2021,3024.513911,1512256.955,Pasar Pasundan
288,0,0,2423.493,0,241.3414688,0,10/15/2021,2664.834468,1332417.234,Pasar Pasundan
289,242.5914639,2995.696285,0,0,0,452.5711314,10/16/2021,3690.85888,1845429.44,Pasar Bogor
290,0,297.8196801,306.9788291,1673.37452,1585.293968,0,10/17/2021,3863.466997,1931733.499,Pasar Induk
291,3968.688641,0,251.1760253,0,258.0069759,0,10/18/2021,4477.871642,2238935.821,Pasar Pasundan
292,0,3116.255534,0,246.9140503,0,566.2037291,10/19/2021,3929.373314,1964686.657,Pasar Gudang
293,0,0,242.4813635,3488.434481,250.5392593,0,10/20/2021,3981.455104,1990727.552,Pasar Bogor
294,0,3646.508059,0,0,0,254.2146698,10/21/2021,3900.722729,1950361.365,Pasar Bogor
295,711.8081713,1355.220763,0,1044.965204,0,0,10/22/2021,3111.994139,1555997.07,Pasar Gudang
296,0,947.9186859,0,0,2584.664005,647.8183517,10/23/2021,4180.401043,2090200.521,Pasar Bogor
297,438.0216415,0,2105.081294,0,246.4947555,253.3494704,10/24/2021,3042.947162,1521473.581,Pasar Gudang
298,0,257.5163015,1451.42574,755.8279261,298.0518485,0,10/25/2021,2762.821816,1381410.908,Pasar Bogor
299,0,0,2998.520831,0,932.3985744,504.1379371,10/26/2021,4435.057342,2217528.671,Pasar Pasundan
300,0,241.436964,416.0893902,791.7512323,3677.031942,0,10/27/2021,5126.309528,2563154.764,Pasar Pasundan
301,2970.497412,285.1985033,0,0,0,842.4252926,10/28/2021,4098.121208,2049060.604,Pasar Pasundan
302,1226.135376,237.6197492,0,1410.453919,0,0,10/29/2021,2874.209044,1437104.522,Pasar Gudang
303,594.2814853,0,0,1520.005092,0,247.8041979,10/30/2021,2362.090775,1181045.388,Pasar Gudang
304,0,253.3824928,0,0,252.6419887,2373.865458,10/31/2021,2879.889939,1439944.97,Pasar Induk
305,3277.863071,0,0,0,244.3786481,0,11/1/2021,3522.241719,1761120.86,Pasar Bogor
306,357.6879833,0,0,3021.266456,0,251.6013699,11/2/2021,3630.555809,1815277.905,Pasar Bogor
307,0,0,778.4715072,2886.02125,0,253.224537,11/3/2021,3917.717294,1958858.647,Pasar Pasundan
308,0,352.4062981,1480.447682,1659.861629,0,844.6296591,11/4/2021,4337.345269,2168672.634,Pasar Bogor
309,0,0,253.7124678,2154.390319,403.5643805,1890.343241,11/5/2021,4702.010409,2351005.204,Pasar Gudang
310,0,0,0,2324.754394,245.382412,0,11/6/2021,2570.136806,1285068.403,Pasar Pasundan
311,255.5937889,255.1456424,1374.260387,0,0,874.9442888,11/7/2021,2759.944107,1379972.054,Pasar Gudang
312,0,2055.874207,0,0,253.5653239,0,11/8/2021,2309.439531,1154719.765,Pasar Gudang
313,0,245.2101445,1705.714452,414.975252,0,2097.18421,11/9/2021,4463.084059,2231542.03,Pasar Induk
314,1246.560409,0,993.1306552,646.3110764,0,0,11/10/2021,2886.002141,1443001.071,Pasar Pasundan
315,0,259.5192584,0,267.1454867,0,4334.243317,11/11/2021,4860.908062,2430454.031,Pasar Induk
316,652.0155017,1766.019966,0,446.6669382,0,0,11/12/2021,2864.702406,1432351.203,Pasar Bogor
317,1822.158159,0,260.2257965,290.7187896,0,0,11/13/2021,2373.102745,1186551.373,Pasar Bogor
318,1172.570228,0,0,512.5407439,0,494.9534338,11/14/2021,2180.064405,1090032.203,Pasar Pasundan
319,565.9273143,0,599.5630224,0,0,1989.079634,11/15/2021,3154.569971,1577284.985,Pasar Pasundan
320,793.6785909,2316.030875,255.0217511,0,376.4092584,0,11/16/2021,3741.140476,1870570.238,Pasar Bogor
321,1404.742137,984.2564019,242.437997,288.0195751,0,0,11/17/2021,2919.456111,1459728.055,Pasar Bogor
322,0,0,0,945.4127973,1683.429788,584.5694496,11/18/2021,3213.412035,1606706.018,Pasar Gudang
323,0,0,1185.474159,271.6345576,0,812.0360063,11/19/2021,2269.144723,1134572.362,Pasar Induk
324,0,339.3048253,3193.309175,433.8278193,0,0,11/20/2021,3966.44182,1983220.91,Pasar Gudang
325,0,0,0,2170.672411,0,261.263749,11/21/2021,2431.936161,1215968.08,Pasar Pasundan
326,239.0581054,0,2808.988419,862.110072,0,254.8097676,11/22/2021,4164.966364,2082483.182,Pasar Pasundan
327,1080.036446,240.3578993,3222.579575,0,0,0,11/23/2021,4542.973921,2271486.96,Pasar Bogor
328,0,240.0004251,0,251.6995854,0,4346.169028,11/24/2021,4837.869038,2418934.519,Pasar Induk
329,247.8151499,0,0,2489.290151,0,263.9241577,11/25/2021,3001.029458,1500514.729,Pasar Induk
330,1395.210948,255.1161633,0,0,2525.688334,0,11/26/2021,4176.015445,2088007.723,Pasar Pasundan
331,0,0,415.8561629,239.1379438,3237.847391,245.9784841,11/27/2021,4138.819981,2069409.991,Pasar Gudang
332,0,451.3738639,1381.350015,276.4799113,0,1563.319035,11/28/2021,3672.522825,1836261.413,Pasar Bogor
333,1407.432032,0,645.672405,1292.643715,260.6315851,0,11/29/2021,3606.379737,1803189.868,Pasar Pasundan
334,245.4584174,0,255.1921778,0,2325.133435,0,11/30/2021,2825.784031,1412892.015,Pasar Bogor
335,1307.359688,883.2437344,283.3498629,0,0,0,12/1/2021,2473.953286,1236976.643,Pasar Pasundan
336,846.3722252,1512.061658,1172.770355,241.794552,0,0,12/2/2021,3772.998789,1886499.395,Pasar Gudang
337,765.5979646,0,0,1445.977757,1279.224923,0,12/3/2021,3490.800645,1745400.322,Pasar Pasundan
338,557.7795342,2401.741046,260.5542282,0,794.0530061,0,12/4/2021,4014.127814,2007063.907,Pasar Bogor
339,275.7822318,2934.274696,0,0,0,248.7553714,12/5/2021,3458.8123,1729406.15,Pasar Pasundan
340,0,2219.943132,1444.541868,0,248.2109827,423.0067209,12/6/2021,4335.702704,2167851.352,Pasar Bogor
341,0,0,1584.494842,320.3367498,328.1594356,1779.822933,12/7/2021,4012.813961,2006406.98,Pasar Pasundan
342,0,0,0,3628.228158,242.7816389,0,12/8/2021,3871.009797,1935504.898,Pasar Gudang
343,241.3216492,239.8684153,3449.789182,0,0,0,12/9/2021,3930.979246,1965489.623,Pasar Bogor
344,253.7135963,248.8551935,0,2957.183353,781.5720666,0,12/10/2021,4241.324209,2120662.104,Pasar Bogor
345,0,929.1777999,0,2065.464986,305.0150274,321.8607551,12/11/2021,3621.518568,1810759.284,Pasar Pasundan
346,0,0,0,242.2706278,1324.950015,379.243046,12/12/2021,1946.463689,973231.8443,Pasar Induk
347,418.4071134,249.5679697,0,657.3182957,2924.181191,0,12/13/2021,4249.47457,2124737.285,Pasar Gudang
348,252.7186567,244.7167652,1336.878141,0,2456.534976,0,12/14/2021,4290.848539,2145424.269,Pasar Bogor
349,0,1256.314837,542.913137,0,256.1077252,2653.808339,12/15/2021,4709.144038,2354572.019,Pasar Bogor
350,241.6245797,1524.083811,0,0,708.5626493,0,12/16/2021,2474.27104,1237135.52,Pasar Gudang
351,1884.941037,258.7981781,251.6358974,0,0,0,12/17/2021,2395.375112,1197687.556,Pasar Pasundan
352,1654.123765,846.0858073,0,0,687.2588385,0,12/18/2021,3187.46841,1593734.205,Pasar Pasundan
353,0,249.1184659,0,584.9403781,0,3558.125979,12/19/2021,4392.184823,2196092.411,Pasar Induk
354,0,282.6632518,0,0,255.6970404,2225.303855,12/20/2021,2763.664147,1381832.073,Pasar Bogor
355,397.4673034,3054.980525,0,478.0290915,0,0,12/21/2021,3930.47692,1965238.46,Pasar Gudang
356,911.5374755,2067.130603,0,0,0,258.7757828,12/22/2021,3237.443861,1618721.931,Pasar Pasundan
357,1173.878647,255.2586066,0,1591.475323,0,0,12/23/2021,3020.612576,1510306.288,Pasar Induk
358,0,0,0,568.5349035,1622.034985,868.8508067,12/24/2021,3059.420695,1529710.347,Pasar Induk
359,0,242.4293954,638.1896557,0,2086.684033,0,12/25/2021,2967.303084,1483651.542,Pasar Gudang
360,0,258.2313757,0,2279.424218,512.1927057,0,12/26/2021,3049.848299,1524924.149,Pasar Induk
361,257.7529445,611.6562258,331.7571696,0,2660.662256,0,12/27/2021,3861.828596,1930914.298,Pasar Pasundan
362,0,353.1940453,0,343.190525,0,1278.162767,12/28/2021,1974.547337,987273.6684,Pasar Bogor
363,780.599845,0,0,0,305.8049208,2030.722896,12/29/2021,3117.127662,1558563.831,Pasar Pasundan
364,0,0,0,255.2580033,2931.956533,0,12/30/2021,3187.214536,1593607.268,Pasar Pasundan
365,1914.383561,442.3059739,857.4300742,0,0,0,12/31/2021,3214.119609,1607059.805,Pasar Induk
366,0,253.823033,2506.927897,0,0,339.9051389,1/1/2022,3100.656069,1550328.034,Pasar Pasundan
367,243.2907577,0,0,2327.601811,0,0,1/2/2022,2570.892568,1285446.284,Pasar Bogor
368,1823.182831,0,300.4283939,985.0874088,0,937.778757,1/3/2022,4046.477391,2023238.695,Pasar Bogor
369,835.6497121,0,0,804.5378122,0,473.8860174,1/4/2022,2114.073542,1057036.771,Pasar Bogor
370,243.6320725,0,0,260.7204704,1493.239693,247.7931055,1/5/2022,2245.385342,1122692.671,Pasar Pasundan
371,1924.440131,0,632.2883144,0,1102.544058,0,1/6/2022,3659.272503,1829636.251,Pasar Gudang
372,249.2032852,261.4295127,1582.300447,0,2078.113395,0,1/7/2022,4171.04664,2085523.32,Pasar Gudang
373,259.3960062,1809.250102,0,1287.989827,0,0,1/8/2022,3356.635936,1678317.968,Pasar Pasundan
374,0,0,459.9839232,259.5871522,237.6945165,1837.687843,1/9/2022,2794.953435,1397476.718,Pasar Bogor
375,0,900.9130676,0,248.6162422,2130.973581,0,1/10/2022,3280.502891,1640251.445,Pasar Pasundan
376,0,368.7776135,1327.318818,352.4573888,0,353.6110773,1/11/2022,2402.164898,1201082.449,Pasar Pasundan
377,0,2726.618572,302.781073,0,247.1329588,0,1/12/2022,3276.532604,1638266.302,Pasar Gudang
378,238.9605122,1300.897024,0,1138.586154,0,0,1/13/2022,2678.443691,1339221.845,Pasar Induk
379,299.4178581,0,0,0,2806.367295,258.7967271,1/14/2022,3364.58188,1682290.94,Pasar Pasundan
380,2366.583516,0,0,0,271.4284912,240.1475323,1/15/2022,2878.15954,1439079.77,Pasar Bogor
381,318.285272,1948.256011,0,260.1554697,0,0,1/16/2022,2526.696752,1263348.376,Pasar Gudang
382,295.0615776,0,0,243.1830987,707.7521135,2004.173189,1/17/2022,3250.169979,1625084.989,Pasar Induk
383,2445.912193,0,0,0,250.7302452,0,1/18/2022,2696.642438,1348321.219,Pasar Pasundan
384,0,390.569843,252.8699809,347.8855403,0,2590.365584,1/19/2022,3581.690948,1790845.474,Pasar Bogor
385,0,2796.809179,0,261.3421615,0,0,1/20/2022,3058.15134,1529075.67,Pasar Induk
386,1581.082952,1985.269473,319.1259079,0,0,246.8477378,1/21/2022,4132.326071,2066163.036,Pasar Pasundan
387,0,0,1527.641685,420.0025468,328.5358912,243.8505596,1/22/2022,2520.030683,1260015.342,Pasar Bogor
388,255.6730879,2082.589821,0,0,0,1490.482434,1/23/2022,3828.745343,1914372.671,Pasar Gudang
389,0,1209.553703,244.5760111,0,0,2060.246734,1/24/2022,3514.376448,1757188.224,Pasar Bogor
390,0,881.8351203,794.2631424,692.8612786,0,331.5892332,1/25/2022,2700.548775,1350274.387,Pasar Gudang
391,398.3061881,0,0,0,2718.386459,495.1165382,1/26/2022,3611.809186,1805904.593,Pasar Pasundan
392,488.8479555,262.3783254,261.0076077,0,0,1914.736695,1/27/2022,2926.970583,1463485.292,Pasar Bogor
393,0,0,1763.34577,238.1772109,0,405.329371,1/28/2022,2406.852352,1203426.176,Pasar Induk
394,0,381.5937406,0,248.4562185,0,4479.602685,1/29/2022,5109.652644,2554826.322,Pasar Bogor
395,994.9697488,284.1593848,686.3823842,1060.286871,0,0,1/30/2022,3025.798388,1512899.194,Pasar Gudang
396,0,990.670215,420.2639184,1099.605497,249.6895516,0,1/31/2022,2760.229182,1380114.591,Pasar Bogor
397,0,1422.251098,274.5031772,410.9601057,0,0,2/1/2022,2107.714381,1053857.19,Pasar Pasundan
398,0,0,0,1809.807523,351.772759,416.5911578,2/2/2022,2578.17144,1289085.72,Pasar Gudang
399,1782.112545,0,906.2503463,0,0,451.3348315,2/3/2022,3139.697723,1569848.861,Pasar Induk
400,2246.950276,0,0,633.4243286,253.4198746,0,2/4/2022,3133.79448,1566897.24,Pasar Induk
401,0,258.3397257,0,4110.283464,0,0,2/5/2022,4368.62319,2184311.595,Pasar Induk
402,256.7550912,243.464641,0,1503.718923,0,881.0538715,2/6/2022,2884.992527,1442496.263,Pasar Pasundan
403,3153.307384,254.8038185,0,0,553.6749797,0,2/7/2022,3961.786182,1980893.091,Pasar Pasundan
404,0,3145.249167,0,258.5055402,262.3418754,596.8731051,2/8/2022,4262.969688,2131484.844,Pasar Bogor
405,413.2408287,0,3461.744702,0,0,256.0113576,2/9/2022,4130.996888,2065498.444,Pasar Induk
406,0,237.6495311,0,0,0,3599.580692,2/10/2022,3837.230223,1918615.112,Pasar Bogor
407,0,366.259205,1572.642488,0,246.2511833,0,2/11/2022,2185.152876,1092576.438,Pasar Bogor
408,0,1377.992773,238.2377677,1493.549489,253.3360476,0,2/12/2022,3363.116077,1681558.039,Pasar Pasundan
409,2284.00238,269.7250944,564.1580345,238.4671892,0,0,2/13/2022,3356.352698,1678176.349,Pasar Bogor
410,2089.196855,349.951843,0,0,1746.531594,0,2/14/2022,4185.680291,2092840.146,Pasar Pasundan
411,0,766.9134965,782.5750084,1074.56677,0,0,2/15/2022,2624.055275,1312027.637,Pasar Bogor
412,3109.20335,0,0,244.4507333,0,238.2188154,2/16/2022,3591.872898,1795936.449,Pasar Pasundan
413,0,0,0,248.5971319,1933.997861,242.5026475,2/17/2022,2425.09764,1212548.82,Pasar Bogor
414,451.7055177,244.7438013,0,0,969.8739171,626.6614645,2/18/2022,2292.984701,1146492.35,Pasar Gudang
415,0,250.6514925,922.9045112,0,707.6681497,1226.15085,2/19/2022,3107.375003,1553687.502,Pasar Gudang
416,1112.684212,0,0,1216.064415,0,238.7947263,2/20/2022,2567.543354,1283771.677,Pasar Gudang
417,0,242.6786275,0,546.5617292,1871.637293,0,2/21/2022,2660.87765,1330438.825,Pasar Bogor
418,248.2958301,1702.362705,0,0,460.8727112,0,2/22/2022,2411.531246,1205765.623,Pasar Bogor
419,1605.026619,0,0,241.9713146,522.6556724,0,2/23/2022,2369.653606,1184826.803,Pasar Bogor
420,260.1606515,0,239.8307179,2829.102326,272.9083759,0,2/24/2022,3602.002071,1801001.036,Pasar Pasundan
421,296.0459297,0,0,260.9030409,1682.479589,0,2/25/2022,2239.42856,1119714.28,Pasar Pasundan
422,366.0951833,1687.430919,0,1525.690982,0,327.0219619,2/26/2022,3906.239047,1953119.523,Pasar Gudang
423,244.9388954,2872.622354,240.9019946,0,0,0,2/27/2022,3358.463244,1679231.622,Pasar Pasundan
424,0,0,0,1803.698615,1560.234674,261.4044439,2/28/2022,3625.337733,1812668.867,Pasar Gudang
425,0,1371.2744,254.7486356,0,850.1967558,0,3/1/2022,2476.219791,1238109.896,Pasar Induk
426,0,248.3567157,504.70294,0,3603.041244,0,3/2/2022,4356.1009,2178050.45,Pasar Pasundan
427,0,1077.050607,0,271.6687829,261.1544098,2350.516992,3/3/2022,3960.390792,1980195.396,Pasar Gudang
428,0,1219.139635,363.1743,2149.613903,703.1556407,0,3/4/2022,4435.083479,2217541.739,Pasar Bogor
429,0,0,2572.926938,239.1752845,794.842895,0,3/5/2022,3606.945118,1803472.559,Pasar Gudang
430,859.7845028,1772.281328,0,245.5961477,966.3131006,0,3/6/2022,3843.975079,1921987.539,Pasar Bogor
431,645.7271891,0,0,0,1056.342416,2772.193682,3/7/2022,4474.263288,2237131.644,Pasar Pasundan
432,0,0,896.9592629,422.9269942,673.2438507,0,3/8/2022,1993.130108,996565.0539,Pasar Gudang
433,2669.523816,0,0,488.9449059,566.5739247,0,3/9/2022,3725.042646,1862521.323,Pasar Bogor
434,1351.97322,0,1172.648143,0,259.7244551,0,3/10/2022,2784.345818,1392172.909,Pasar Pasundan
435,0,0,1735.303725,0,615.8584236,259.1057562,3/11/2022,2610.267905,1305133.953,Pasar Pasundan
436,530.0347003,245.8013951,268.8435447,0,2112.945219,0,3/12/2022,3157.624859,1578812.43,Pasar Gudang
437,0,805.5250173,0,1008.833122,0,1645.744303,3/13/2022,3460.102443,1730051.222,Pasar Gudang
438,4362.579589,484.3320435,0,0,244.2701832,0,3/14/2022,5091.181816,2545590.908,Pasar Bogor
439,0,550.5095948,0,1405.474928,1027.828849,286.3057516,3/15/2022,3270.119124,1635059.562,Pasar Bogor
440,0,724.2538229,587.282674,637.6136526,880.8641912,0,3/16/2022,2830.014341,1415007.17,Pasar Induk
441,3552.202932,0,244.2624826,0,273.8365004,0,3/17/2022,4070.301915,2035150.957,Pasar Bogor
442,0,0,298.4717401,2175.877421,497.6262785,0,3/18/2022,2971.975439,1485987.72,Pasar Gudang
443,0,0,1755.184411,710.1827112,0,611.0371893,3/19/2022,3076.404312,1538202.156,Pasar Induk
444,2330.792271,0,580.6112697,0,365.190607,251.4436897,3/20/2022,3528.037837,1764018.919,Pasar Induk
445,0,0,0,388.0793182,258.296258,1884.197154,3/21/2022,2530.572731,1265286.365,Pasar Gudang
446,0,1157.123906,1022.772902,0,248.7438448,2113.513866,3/22/2022,4542.154518,2271077.259,Pasar Gudang
447,4063.3044,241.2597688,298.7248101,0,0,0,3/23/2022,4603.288979,2301644.49,Pasar Gudang
448,636.8068986,245.0208996,0,1423.679,1146.199429,0,3/24/2022,3451.706227,1725853.114,Pasar Bogor
449,0,833.1188141,313.3797903,892.9407881,304.2710482,0,3/25/2022,2343.710441,1171855.22,Pasar Induk
450,258.2567732,2557.569416,399.0889709,782.74158,0,0,3/26/2022,3997.65674,1998828.37,Pasar Gudang
451,255.8552642,613.0479709,0,3342.89464,0,0,3/27/2022,4211.797875,2105898.938,Pasar Pasundan
452,0,0,238.0737175,0,1223.62455,1314.493441,3/28/2022,2776.191708,1388095.854,Pasar Gudang
453,0,909.8858698,241.7495095,402.8864981,559.7470956,0,3/29/2022,2114.268973,1057134.486,Pasar Pasundan
454,0,529.2336742,258.8198733,0,1265.17078,732.1034279,3/30/2022,2785.327755,1392663.878,Pasar Pasundan
455,0,798.9731462,0,277.6340347,526.3875809,1483.018827,3/31/2022,3086.013589,1543006.794,Pasar Pasundan
456,923.5693792,2327.667507,0,0,496.4478873,324.9302663,4/1/2022,4072.61504,2036307.52,Pasar Bogor
457,650.2627914,0,0,393.0943737,2967.352269,969.0830962,4/2/2022,4979.79253,2489896.265,Pasar Gudang
458,0,459.2730811,0,0,1561.55116,1816.207134,4/3/2022,3837.031376,1918515.688,Pasar Induk
459,0,1571.885568,0,361.4058942,0,1573.93259,4/4/2022,3507.224052,1753612.026,Pasar Induk
460,312.1432417,3892.01354,581.5023199,0,333.7717632,0,4/5/2022,5119.430865,2559715.433,Pasar Bogor
461,268.7579526,0,0,3670.210626,1061.579853,0,4/6/2022,5000.548431,2500274.216,Pasar Bogor
462,0,4573.865801,0,0,0,217.2374481,4/7/2022,4791.103249,2395551.625,Pasar Bogor
463,885.8336171,720.5003739,463.0665174,0,1129.009352,0,4/8/2022,3198.409861,1599204.93,Pasar Gudang
464,0,639.2288985,4256.161664,0,0,227.6142185,4/9/2022,5123.004781,2561502.39,Pasar Bogor
465,2332.133574,939.3107667,364.2775197,0,707.9161616,0,4/10/2022,4343.638022,2171819.011,Pasar Induk
466,480.7937942,964.0976253,0,0,1600.593262,0,4/11/2022,3045.484682,1522742.341,Pasar Pasundan
467,0,249.7253715,4369.842065,0,0,198.0809971,4/12/2022,4817.648434,2408824.217,Pasar Bogor
468,373.1416615,911.9096943,0,0,959.935766,1544.970422,4/13/2022,3789.957544,1894978.772,Pasar Pasundan
469,0,0,0,833.9497585,871.0033613,1026.953093,4/14/2022,2731.906213,1365953.107,Pasar Pasundan
470,2671.414463,0,0,602.4118582,243.4292315,277.8550139,4/15/2022,3795.110566,1897555.283,Pasar Gudang
471,652.3280616,0,1857.390142,0,0,2514.089827,4/16/2022,5023.808031,2511904.015,Pasar Induk
472,0,1701.344206,1484.545769,378.2246699,0,1397.600107,4/17/2022,4961.714752,2480857.376,Pasar Gudang
473,0,293.9236269,411.4483622,4250.766355,169.3866131,0,4/18/2022,5125.524957,2562762.479,Pasar Gudang
474,0,1146.853521,0,0,934.5836047,1426.057029,4/19/2022,3507.494154,1753747.077,Pasar Induk
475,0,1216.923149,0,2565.391552,1005.610348,221.3636003,4/20/2022,5009.288649,2504644.324,Pasar Pasundan
476,183.9060145,0,4670.355894,0,0,0,4/21/2022,4854.261909,2427130.954,Pasar Gudang
477,287.3614611,927.5446562,0,399.5890371,3300.623935,0,4/22/2022,4915.119089,2457559.545,Pasar Gudang
478,1350.385243,0,0,2357.697795,1259.683855,0,4/23/2022,4967.766892,2483883.446,Pasar Gudang
479,0,0,830.2070053,0,1026.835474,2356.438814,4/24/2022,4213.481293,2106740.646,Pasar Bogor
480,0,4160.265456,559.9761126,0,331.7224071,0,4/25/2022,5051.963976,2525981.988,Pasar Gudang
481,240.6172577,4090.525429,0,350.1220146,0,393.9594374,4/26/2022,5075.224139,2537612.069,Pasar Induk
482,0,0,479.7773985,0,2411.359235,1920.332338,4/27/2022,4811.468972,2405734.486,Pasar Gudang
483,0,1481.356693,0,1392.339732,0,751.742734,4/28/2022,3625.439159,1812719.579,Pasar Bogor
484,0,0,386.9709292,0,2272.024043,1762.970742,4/29/2022,4421.965714,2210982.857,Pasar Bogor
485,1770.597406,0,2960.173466,0,0,208.9758192,4/30/2022,4939.746691,2469873.345,Pasar Gudang
486,0,2058.015325,485.2375205,424.7160767,1226.692798,0,5/1/2022,4194.661721,2097330.86,Pasar Bogor
487,0,321.7317533,3499.657763,1234.449047,127.4999974,0,5/2/2022,5183.338561,2591669.281,Pasar Gudang
488,0,0,0,4813.881162,0,190.855946,5/3/2022,5004.737108,2502368.554,Pasar Induk
489,0,0,0,668.3779916,1479.108201,2524.025546,5/4/2022,4671.511738,2335755.869,Pasar Gudang
490,2313.893562,615.634122,0,0,0,505.8047539,5/5/2022,3435.332438,1717666.219,Pasar Pasundan
491,416.3037638,0,0,4043.570969,0,464.8894573,5/6/2022,4924.76419,2462382.095,Pasar Pasundan
492,1251.986629,0,1529.062986,0,1966.561201,251.6862542,5/7/2022,4999.29707,2499648.535,Pasar Gudang
493,2434.067575,373.555876,980.9500693,0,373.5856855,0,5/8/2022,4162.159206,2081079.603,Pasar Bogor
494,1008.690799,2044.091072,1480.146892,500.4483313,0,0,5/9/2022,5033.377094,2516688.547,Pasar Gudang
495,1264.497005,0,0,0,826.1953489,245.9928637,5/10/2022,2336.685218,1168342.609,Pasar Induk
496,0,2036.377418,0,857.3173677,351.4519085,1284.356511,5/11/2022,4529.503205,2264751.602,Pasar Gudang
497,2115.927028,0,378.0011509,1835.318622,428.2701471,0,5/12/2022,4757.516948,2378758.474,Pasar Gudang
498,0,2302.229407,0,2435.857204,232.0125132,0,5/13/2022,4970.099124,2485049.562,Pasar Gudang
499,0,460.136113,675.7922739,1064.05505,2872.856152,0,5/14/2022,5072.839589,2536419.794,Pasar Bogor
500,867.3539695,359.5139888,0,2491.903262,0,1361.342967,5/15/2022,5080.114188,2540057.094,Pasar Induk
501,651.0874223,0,2021.105171,2135.290537,0,210.6776297,5/16/2022,5018.16076,2509080.38,Pasar Bogor
502,248.6993723,1135.65217,2199.283372,0,0,0,5/17/2022,3583.634914,1791817.457,Pasar Induk
